Student_ID,Hours_Studied,Attendance_Pct,Past_Grade,Teacher_Notes,Handwritten_Grade_Label,Student_Category,Final_Score
2523,4.2,70.7,78.8,Outstanding performance this semester.,4,Average,65.4
2524,1.9,64.0,67.5,Struggling with algebra concepts and inconsistent attendance affecting performance.,1,Dropout Risk,41.9
2525,5.4,66.7,71.7,Demonstrates great understanding of core concepts.,5,Average,74.5
2526,3.3,65.9,42.1,Frequently distracted during lectures.,7,Dropout Risk,41.5
2527,3.6,98.9,78.3,Outstanding performance this semester and active participant and eager to learn.,4,Average,68.5
2528,3.8,90.4,44.9,Consistently submits assignments on time but needs significant improvement in fundamentals.,0,Average,56.6
2529,8.2,98.7,66.1,Consistently submits assignments on time and shows excellent analytical thinking.,7,Top 5%,91.9
2530,5.9,77.6,57.6,Shows excellent analytical thinking.,8,Average,70.7
2531,3.8,71.1,72.7,Finds it difficult to keep up with the pace but demonstrates great understanding of core concepts.,0,Average,62.9
2532,6.5,91.9,48.0,Frequently distracted during lectures but demonstrates great understanding of core concepts.,7,Average,71.0
2533,7.4,73.1,81.5,Shows excellent analytical thinking and outstanding performance this semester.,9,Average,77.6
2534,3.5,72.0,87.7,Outstanding performance this semester.,1,Average,69.5
2535,4.7,69.3,49.8,Needs significant improvement in fundamentals.,3,Average,57.6
2536,2.1,65.2,46.3,Frequently distracted during lectures.,1,Dropout Risk,50.2
2537,2.6,70.3,48.7,Needs significant improvement in fundamentals.,1,Average,54.6
2538,7.1,74.2,92.6,Demonstrates great understanding of core concepts and outstanding performance this semester.,9,Average,86.7
2539,2.6,87.0,71.7,Consistently submits assignments on time.,2,Average,62.2
2540,5.7,62.5,68.0,Demonstrates great understanding of core concepts but finds it difficult to keep up with the pace.,7,Average,69.7
2541,7.4,68.4,46.4,Shows excellent analytical thinking but frequently distracted during lectures.,3,Average,64.5
2542,2.0,92.4,79.0,Highly engaged in class discussions but struggling with algebra concepts.,6,Average,60.8
2543,6.1,65.9,92.1,Outstanding performance this semester and shows excellent analytical thinking.,9,Average,75.9
2544,3.3,73.7,89.7,Outstanding performance this semester.,2,Average,70.0
2545,9.7,94.6,77.6,Outstanding performance this semester and demonstrates great understanding of core concepts.,9,Top 5%,97.8
2546,5.4,66.2,44.5,Frequently distracted during lectures but shows excellent analytical thinking.,2,Average,55.5
2547,8.3,63.3,46.7,Frequently distracted during lectures but demonstrates great understanding of core concepts.,1,Average,60.5
2548,6.0,79.4,43.0,Shows excellent analytical thinking but frequently distracted during lectures.,5,Average,62.1
2549,1.4,72.1,55.4,Needs significant improvement in fundamentals.,5,Dropout Risk,49.2
2550,6.7,82.5,48.1,Consistently submits assignments on time but frequently distracted during lectures.,0,Average,68.4
2551,9.6,92.2,55.6,Active participant and eager to learn and demonstrates great understanding of core concepts.,6,Average,88.0
2552,6.4,65.5,63.1,Demonstrates great understanding of core concepts.,3,Average,72.4
2553,8.4,83.2,96.6,Outstanding performance this semester and highly engaged in class discussions.,2,Average,89.9
2554,9.0,80.2,76.6,Active participant and eager to learn and outstanding performance this semester.,7,Average,83.0
2555,3.1,65.8,90.1,Outstanding performance this semester.,1,Average,61.3
2556,2.9,85.0,82.6,Consistently submits assignments on time and outstanding performance this semester.,8,Average,72.2
2557,6.5,70.9,46.8,Frequently distracted during lectures but shows excellent analytical thinking.,7,Average,70.0
2558,4.7,79.5,84.2,Outstanding performance this semester.,7,Average,72.4
2559,8.6,63.3,56.5,Shows excellent analytical thinking but inconsistent attendance affecting performance.,2,Average,70.3
2560,9.1,78.4,78.3,Demonstrates great understanding of core concepts and outstanding performance this semester.,3,Top 5%,94.0
2561,4.2,72.3,60.5,Inconsistent attendance affecting performance.,1,Average,63.0
2562,3.1,92.9,99.9,Outstanding performance this semester and highly engaged in class discussions.,1,Average,81.0
2563,8.0,62.3,55.8,Inconsistent attendance affecting performance but shows excellent analytical thinking.,3,Average,63.1
2564,3.5,76.7,56.7,Needs significant improvement in fundamentals.,5,Average,61.3
2565,8.4,78.3,95.8,Outstanding performance this semester and shows excellent analytical thinking.,4,Average,86.6
2566,4.8,89.0,41.5,Frequently distracted during lectures but active participant and eager to learn.,0,Average,54.5
2567,7.0,83.0,81.8,Demonstrates great understanding of core concepts and outstanding performance this semester.,9,Average,80.4
2568,1.9,86.7,83.5,Struggling with algebra concepts but consistently submits assignments on time.,0,Average,63.0
2569,6.6,91.1,90.2,Active participant and eager to learn and shows excellent analytical thinking.,5,Average,85.4
2570,5.1,94.5,98.5,Demonstrates great understanding of core concepts and highly engaged in class discussions.,2,Average,78.3
2571,6.3,72.6,98.5,Demonstrates great understanding of core concepts and outstanding performance this semester.,2,Average,88.0
2572,2.5,81.5,43.9,Active participant and eager to learn but frequently distracted during lectures.,6,Average,56.5
2573,7.6,93.6,89.3,Shows excellent analytical thinking and outstanding performance this semester.,0,Average,80.8
2574,8.8,99.6,78.8,Shows excellent analytical thinking and consistently submits assignments on time.,0,Top 5%,97.0
2575,3.0,95.6,78.8,Outstanding performance this semester and highly engaged in class discussions.,9,Average,66.5
2576,1.9,74.9,47.7,Frequently distracted during lectures and struggling with algebra concepts.,2,Dropout Risk,52.3
2577,1.2,67.8,79.0,Outstanding performance this semester but struggling with algebra concepts.,7,Average,55.8
2578,6.8,79.6,98.9,Demonstrates great understanding of core concepts and outstanding performance this semester.,0,Average,87.3
2579,6.5,89.7,94.7,Demonstrates great understanding of core concepts and highly engaged in class discussions.,9,Average,86.5
2580,5.9,79.7,66.3,Demonstrates great understanding of core concepts.,3,Average,77.2
2581,3.1,79.3,42.4,Frequently distracted during lectures.,8,Dropout Risk,45.4
2582,4.5,93.5,61.7,Active participant and eager to learn.,3,Average,71.6
2583,6.4,74.5,89.6,Outstanding performance this semester and shows excellent analytical thinking.,9,Average,85.9
2584,5.5,94.4,82.1,Demonstrates great understanding of core concepts and outstanding performance this semester.,7,Average,83.9
2585,9.9,76.3,67.6,Shows excellent analytical thinking.,6,Top 5%,96.1
2586,2.2,73.1,43.3,Frequently distracted during lectures.,2,Dropout Risk,44.4
2587,7.3,78.2,65.6,Demonstrates great understanding of core concepts.,6,Average,79.9
2588,4.6,90.5,68.1,Consistently submits assignments on time.,6,Average,70.1
2589,4.9,65.0,95.7,Outstanding performance this semester.,9,Average,81.0
2590,7.5,67.9,78.5,Outstanding performance this semester and demonstrates great understanding of core concepts.,2,Average,77.8
2591,7.2,98.1,58.7,Active participant and eager to learn and demonstrates great understanding of core concepts.,1,Average,76.3
2592,9.9,67.0,71.5,Demonstrates great understanding of core concepts.,8,Average,90.0
2593,2.2,82.7,44.0,Consistently submits assignments on time but needs significant improvement in fundamentals.,0,Dropout Risk,47.5
2594,1.9,83.2,98.4,Needs significant improvement in fundamentals but outstanding performance this semester.,6,Average,64.0
2595,7.5,79.6,61.6,Shows excellent analytical thinking.,3,Average,72.2
2596,6.2,85.8,68.7,Active participant and eager to learn and shows excellent analytical thinking.,1,Average,78.0
2597,3.5,69.2,61.3,Frequently distracted during lectures.,1,Average,64.4
2598,1.7,82.1,81.0,Needs significant improvement in fundamentals but outstanding performance this semester.,7,Average,63.6
2599,1.8,74.9,79.7,Outstanding performance this semester but struggling with algebra concepts.,6,Average,67.1
2600,9.0,86.5,82.9,Demonstrates great understanding of core concepts and outstanding performance this semester.,6,Average,84.0
2601,2.7,65.6,56.1,Needs significant improvement in fundamentals.,4,Dropout Risk,49.5
2602,3.9,82.8,58.9,Consistently submits assignments on time.,9,Average,60.7
2603,3.0,67.4,47.5,Frequently distracted during lectures.,7,Dropout Risk,49.3
2604,4.2,71.1,79.3,Outstanding performance this semester.,1,Average,68.2
2605,1.6,68.7,42.4,Frequently distracted during lectures and needs significant improvement in fundamentals.,1,Dropout Risk,46.7
2606,5.7,67.3,75.9,Outstanding performance this semester and shows excellent analytical thinking.,4,Average,68.2
2607,1.6,93.0,92.2,Outstanding performance this semester but struggling with algebra concepts.,0,Average,71.1
2608,8.2,71.4,93.4,Demonstrates great understanding of core concepts and outstanding performance this semester.,5,Average,87.3
2609,3.1,97.1,66.9,Highly engaged in class discussions.,3,Average,62.1
2610,5.9,98.8,67.6,Active participant and eager to learn and demonstrates great understanding of core concepts.,5,Average,76.6
2611,8.9,82.9,44.6,Demonstrates great understanding of core concepts but frequently distracted during lectures.,6,Average,73.2
2612,6.9,65.7,80.2,Demonstrates great understanding of core concepts and outstanding performance this semester.,2,Average,75.0
2613,5.8,75.0,89.3,Outstanding performance this semester and shows excellent analytical thinking.,7,Average,78.7
2614,3.9,91.9,54.7,Consistently submits assignments on time but needs significant improvement in fundamentals.,6,Average,63.5
2615,4.0,74.7,65.3,Needs significant improvement in fundamentals.,0,Average,60.3
2616,7.0,63.5,90.3,Shows excellent analytical thinking but finds it difficult to keep up with the pace.,5,Average,86.1
2617,9.9,82.3,92.6,Outstanding performance this semester and demonstrates great understanding of core concepts.,6,Average,90.7
2618,7.0,93.8,54.6,Needs significant improvement in fundamentals but consistently submits assignments on time.,3,Average,70.7
2619,6.0,91.8,73.0,Highly engaged in class discussions and demonstrates great understanding of core concepts.,1,Average,91.7
2620,7.6,67.0,51.5,Frequently distracted during lectures but shows excellent analytical thinking.,9,Average,62.0
2621,5.2,86.9,46.1,Highly engaged in class discussions but frequently distracted during lectures.,8,Average,55.9
2622,1.5,68.8,94.7,Outstanding performance this semester but struggling with algebra concepts.,6,Average,67.6
2623,6.1,68.7,89.2,Outstanding performance this semester and shows excellent analytical thinking.,0,Average,67.1
2624,9.6,95.0,85.6,Highly engaged in class discussions and shows excellent analytical thinking.,7,Top 5%,95.2
2625,2.6,70.0,42.9,Frequently distracted during lectures.,2,Average,57.9
2626,7.2,70.5,90.6,Outstanding performance this semester and shows excellent analytical thinking.,3,Average,74.9
2627,2.8,60.0,66.3,Inconsistent attendance affecting performance.,4,Dropout Risk,44.4
2628,5.8,94.8,60.5,Highly engaged in class discussions and demonstrates great understanding of core concepts.,0,Average,65.5
2629,1.9,91.7,72.8,Needs significant improvement in fundamentals but consistently submits assignments on time.,5,Average,67.7
2630,5.1,85.1,45.5,Needs significant improvement in fundamentals but consistently submits assignments on time.,9,Average,67.0
2631,7.8,90.0,85.4,Demonstrates great understanding of core concepts and highly engaged in class discussions.,5,Average,85.9
2632,4.1,66.1,74.9,Consistently submits assignments on time.,1,Average,67.7
2633,7.0,78.3,51.2,Demonstrates great understanding of core concepts but frequently distracted during lectures.,9,Average,75.4
2634,8.2,74.0,51.3,Shows excellent analytical thinking but frequently distracted during lectures.,5,Average,80.2
2635,9.3,63.8,51.1,Shows excellent analytical thinking but finds it difficult to keep up with the pace.,7,Average,71.0
2636,3.1,79.4,43.4,Needs significant improvement in fundamentals.,5,Dropout Risk,40.6
2637,4.6,96.8,75.3,Outstanding performance this semester and highly engaged in class discussions.,3,Average,71.1
2638,2.4,61.6,90.4,Inconsistent attendance affecting performance but outstanding performance this semester.,3,Average,60.8
2639,9.9,71.7,41.0,Frequently distracted during lectures but shows excellent analytical thinking.,8,Average,71.4
2640,9.3,68.3,42.9,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,5,Average,69.4
2641,5.9,69.5,74.4,Demonstrates great understanding of core concepts.,7,Average,76.7
2642,8.6,96.3,89.2,Demonstrates great understanding of core concepts and outstanding performance this semester.,7,Top 5%,100.0
2643,5.7,78.7,59.6,Shows excellent analytical thinking.,6,Average,66.5
2644,6.6,78.7,61.0,Demonstrates great understanding of core concepts.,2,Average,76.6
2645,1.8,90.4,75.8,Active participant and eager to learn but needs significant improvement in fundamentals.,9,Average,65.5
2646,7.8,66.2,56.5,Shows excellent analytical thinking.,0,Average,70.0
2647,2.1,79.5,41.6,Frequently distracted during lectures.,4,Dropout Risk,52.5
2648,8.4,77.2,84.1,Outstanding performance this semester and shows excellent analytical thinking.,9,Average,86.7
2649,8.0,83.9,77.5,Demonstrates great understanding of core concepts and consistently submits assignments on time.,9,Top 5%,94.6
2650,7.4,100.0,74.8,Shows excellent analytical thinking and consistently submits assignments on time.,1,Average,78.6
2651,1.3,90.8,84.5,Struggling with algebra concepts but consistently submits assignments on time.,9,Average,63.1
2652,3.7,75.9,80.5,Outstanding performance this semester.,1,Average,67.4
2653,3.4,93.1,52.4,Frequently distracted during lectures but consistently submits assignments on time.,6,Average,62.9
2654,4.2,66.8,61.1,Active participant and eager to learn.,2,Average,65.7
2655,1.8,61.2,47.6,Needs significant improvement in fundamentals and frequently distracted during lectures.,7,Dropout Risk,43.5
2656,9.4,68.2,47.8,Shows excellent analytical thinking but frequently distracted during lectures.,8,Average,65.5
2657,6.0,73.6,80.6,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Average,79.5
2658,3.7,80.4,91.5,Outstanding performance this semester and active participant and eager to learn.,5,Average,77.6
2659,4.6,84.6,97.8,Highly engaged in class discussions and outstanding performance this semester.,4,Average,70.8
2660,5.0,96.4,77.7,Outstanding performance this semester and highly engaged in class discussions.,2,Average,77.6
2661,6.4,80.4,51.0,Active participant and eager to learn but needs significant improvement in fundamentals.,2,Average,59.0
2662,5.6,80.1,46.3,Frequently distracted during lectures but shows excellent analytical thinking.,6,Average,59.0
2663,9.3,62.0,88.8,Outstanding performance this semester but inconsistent attendance affecting performance.,4,Average,82.1
2664,5.5,61.4,74.7,Inconsistent attendance affecting performance but demonstrates great understanding of core concepts.,5,Average,71.5
2665,9.9,82.0,77.1,Outstanding performance this semester and consistently submits assignments on time.,5,Average,90.8
2666,8.7,77.5,86.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,8,Average,81.9
2667,2.9,93.6,82.2,Outstanding performance this semester and highly engaged in class discussions.,0,Average,75.4
2668,9.4,66.4,90.1,Outstanding performance this semester and shows excellent analytical thinking.,7,Average,81.6
2669,2.0,61.0,43.4,Finds it difficult to keep up with the pace and frequently distracted during lectures.,9,Dropout Risk,44.5
2670,8.4,78.0,84.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,4,Average,82.5
2671,4.4,69.5,91.1,Outstanding performance this semester.,5,Average,70.9
2672,8.9,62.0,57.2,Shows excellent analytical thinking but finds it difficult to keep up with the pace.,5,Average,75.1
2673,8.8,89.0,78.4,Consistently submits assignments on time and outstanding performance this semester.,0,Average,91.5
2674,8.3,64.5,58.8,Finds it difficult to keep up with the pace but demonstrates great understanding of core concepts.,2,Average,78.5
2675,8.1,84.3,97.5,Outstanding performance this semester and demonstrates great understanding of core concepts.,5,Top 5%,92.3
2676,3.7,71.2,42.0,Needs significant improvement in fundamentals.,8,Dropout Risk,52.8
2677,1.7,66.9,74.8,Struggling with algebra concepts.,5,Dropout Risk,53.9
2678,4.6,75.2,50.0,Frequently distracted during lectures.,5,Average,59.7
2679,2.6,92.1,82.7,Active participant and eager to learn and outstanding performance this semester.,0,Average,71.9
2680,7.3,75.7,50.6,Frequently distracted during lectures but demonstrates great understanding of core concepts.,8,Average,67.8
2681,4.1,90.0,54.1,Frequently distracted during lectures but highly engaged in class discussions.,3,Average,54.0
2682,9.8,65.0,69.7,Shows excellent analytical thinking.,1,Average,83.3
2683,6.8,90.9,94.9,Active participant and eager to learn and outstanding performance this semester.,0,Average,90.7
2684,8.4,69.5,52.7,Shows excellent analytical thinking but frequently distracted during lectures.,2,Average,67.9
2685,2.2,87.1,48.7,Active participant and eager to learn but needs significant improvement in fundamentals.,2,Dropout Risk,46.8
2686,8.8,82.6,85.5,Shows excellent analytical thinking and highly engaged in class discussions.,4,Top 5%,97.0
2687,9.3,97.2,70.0,Highly engaged in class discussions and demonstrates great understanding of core concepts.,0,Top 5%,92.2
2688,5.4,75.5,94.7,Outstanding performance this semester and shows excellent analytical thinking.,6,Average,78.2
2689,6.5,62.6,48.8,Frequently distracted during lectures but shows excellent analytical thinking.,0,Average,55.2
2690,7.9,60.8,78.8,Outstanding performance this semester but finds it difficult to keep up with the pace.,3,Average,73.2
2691,2.6,93.1,54.0,Needs significant improvement in fundamentals but active participant and eager to learn.,5,Average,65.0
2692,5.5,81.0,49.4,Active participant and eager to learn but needs significant improvement in fundamentals.,0,Average,64.1
2693,4.6,91.0,81.0,Outstanding performance this semester and consistently submits assignments on time.,6,Average,73.0
2694,2.3,69.4,75.6,Outstanding performance this semester.,9,Average,61.7
2695,4.3,73.8,85.3,Outstanding performance this semester.,6,Average,67.3
2696,1.6,61.2,58.6,Needs significant improvement in fundamentals and finds it difficult to keep up with the pace.,2,Average,54.9
2697,1.2,98.5,66.9,Needs significant improvement in fundamentals but active participant and eager to learn.,3,Average,67.4
2698,2.2,86.7,64.3,Consistently submits assignments on time.,5,Average,57.2
2699,9.7,97.3,99.0,Demonstrates great understanding of core concepts and outstanding performance this semester.,6,Top 5%,99.5
2700,5.9,70.6,57.5,Shows excellent analytical thinking.,3,Dropout Risk,51.9
2701,9.7,84.5,57.7,Shows excellent analytical thinking and active participant and eager to learn.,9,Average,74.9
2702,4.9,87.1,61.3,Active participant and eager to learn.,8,Average,61.1
2703,3.8,72.7,73.9,Demonstrates great understanding of core concepts.,8,Average,65.4
2704,5.6,93.9,55.1,Demonstrates great understanding of core concepts and highly engaged in class discussions.,8,Average,68.0
2705,5.0,97.9,94.9,Outstanding performance this semester and consistently submits assignments on time.,9,Average,78.0
2706,2.0,95.4,55.9,Needs significant improvement in fundamentals but consistently submits assignments on time.,5,Average,56.4
2707,6.8,89.6,93.7,Active participant and eager to learn and demonstrates great understanding of core concepts.,1,Average,90.6
2708,2.9,71.1,46.2,Needs significant improvement in fundamentals.,1,Dropout Risk,52.8
2709,6.6,71.3,79.4,Outstanding performance this semester and demonstrates great understanding of core concepts.,3,Average,66.7
2710,6.9,98.5,94.4,Active participant and eager to learn and shows excellent analytical thinking.,8,Average,90.7
2711,2.4,60.4,50.1,Inconsistent attendance affecting performance and frequently distracted during lectures.,2,Dropout Risk,39.5
2712,1.6,88.6,98.1,Highly engaged in class discussions but struggling with algebra concepts.,5,Average,75.8
2713,8.0,88.2,67.2,Consistently submits assignments on time and shows excellent analytical thinking.,1,Average,85.4
2714,5.1,84.9,96.7,Demonstrates great understanding of core concepts and consistently submits assignments on time.,0,Average,77.7
2715,1.5,99.6,80.6,Needs significant improvement in fundamentals but active participant and eager to learn.,4,Average,63.6
2716,10.0,72.5,58.1,Demonstrates great understanding of core concepts.,7,Average,77.5
2717,1.5,73.6,51.3,Struggling with algebra concepts and needs significant improvement in fundamentals.,9,Dropout Risk,36.7
2718,7.3,63.2,58.2,Shows excellent analytical thinking but inconsistent attendance affecting performance.,9,Average,69.3
2719,9.9,77.7,45.6,Needs significant improvement in fundamentals but shows excellent analytical thinking.,1,Average,74.7
2720,3.2,70.4,48.6,Frequently distracted during lectures.,9,Average,56.5
2721,2.3,73.7,46.3,Frequently distracted during lectures.,8,Dropout Risk,43.1
2722,2.1,93.4,65.4,Active participant and eager to learn.,7,Average,58.4
2723,3.7,97.4,87.7,Outstanding performance this semester and active participant and eager to learn.,2,Average,69.8
2724,1.9,67.4,48.5,Needs significant improvement in fundamentals and struggling with algebra concepts.,0,Dropout Risk,41.3
2725,7.2,74.9,47.8,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,3,Average,61.0
2726,1.6,97.1,78.6,Struggling with algebra concepts but outstanding performance this semester.,7,Average,71.0
2727,5.6,62.5,51.8,Needs significant improvement in fundamentals but shows excellent analytical thinking.,2,Average,55.5
2728,10.0,63.7,45.9,Frequently distracted during lectures but shows excellent analytical thinking.,9,Average,73.0
2729,8.3,66.5,50.0,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,1,Average,67.2
2730,6.5,83.8,95.4,Outstanding performance this semester and consistently submits assignments on time.,6,Average,79.8
2731,3.8,66.0,89.3,Outstanding performance this semester.,3,Average,67.8
2732,6.6,98.7,61.2,Consistently submits assignments on time and demonstrates great understanding of core concepts.,5,Average,80.3
2733,5.7,77.9,79.3,Shows excellent analytical thinking and outstanding performance this semester.,4,Average,69.2
2734,4.8,80.1,72.2,Consistently submits assignments on time.,1,Average,73.9
2735,2.2,69.9,80.6,Outstanding performance this semester.,9,Average,56.6
2736,9.0,78.8,81.0,Outstanding performance this semester and shows excellent analytical thinking.,1,Average,85.0
2737,5.0,86.5,77.7,Demonstrates great understanding of core concepts and highly engaged in class discussions.,8,Average,77.4
2738,2.8,90.0,56.0,Active participant and eager to learn.,9,Average,55.7
2739,4.3,90.2,42.3,Frequently distracted during lectures but consistently submits assignments on time.,1,Average,59.3
2740,4.7,83.1,67.3,Highly engaged in class discussions.,7,Average,66.8
2741,8.4,96.2,93.5,Active participant and eager to learn and shows excellent analytical thinking.,7,Top 5%,96.4
2742,7.6,92.7,74.2,Shows excellent analytical thinking and active participant and eager to learn.,0,Average,72.2
2743,7.9,90.3,89.9,Highly engaged in class discussions and outstanding performance this semester.,0,Average,81.6
2744,1.1,62.2,99.5,Struggling with algebra concepts but outstanding performance this semester.,3,Average,65.4
2745,4.7,60.3,49.8,Finds it difficult to keep up with the pace and needs significant improvement in fundamentals.,1,Average,59.8
2746,5.3,68.5,81.5,Outstanding performance this semester and demonstrates great understanding of core concepts.,0,Average,67.3
2747,1.2,86.5,80.5,Struggling with algebra concepts but consistently submits assignments on time.,8,Average,61.0
2748,3.3,76.4,98.8,Outstanding performance this semester.,2,Average,75.6
2749,7.8,76.1,99.1,Demonstrates great understanding of core concepts and outstanding performance this semester.,0,Top 5%,93.4
2750,2.2,95.4,81.2,Active participant and eager to learn and outstanding performance this semester.,1,Average,58.8
2751,5.8,95.8,54.6,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,7,Average,66.5
2752,2.9,96.4,87.9,Consistently submits assignments on time and outstanding performance this semester.,4,Average,72.7
2753,1.1,72.6,46.4,Struggling with algebra concepts and frequently distracted during lectures.,6,Dropout Risk,47.7
2754,3.2,87.6,86.8,Outstanding performance this semester and highly engaged in class discussions.,5,Average,84.6
2755,9.8,70.9,94.6,Outstanding performance this semester and shows excellent analytical thinking.,0,Top 5%,92.2
2756,8.2,67.6,63.0,Shows excellent analytical thinking.,5,Average,67.2
2757,9.6,67.4,77.8,Shows excellent analytical thinking and outstanding performance this semester.,6,Average,87.1
2758,5.4,73.7,65.8,Demonstrates great understanding of core concepts.,3,Average,73.9
2759,2.0,77.2,66.3,Needs significant improvement in fundamentals.,7,Average,57.2
2760,5.9,93.2,58.6,Demonstrates great understanding of core concepts and highly engaged in class discussions.,7,Average,67.6
2761,5.1,64.8,85.7,Outstanding performance this semester but inconsistent attendance affecting performance.,6,Average,76.3
2762,8.6,89.4,96.2,Shows excellent analytical thinking and outstanding performance this semester.,1,Top 5%,98.7
2763,1.9,81.3,96.4,Consistently submits assignments on time but needs significant improvement in fundamentals.,5,Average,64.4
2764,5.4,71.5,50.5,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,5,Average,62.4
2765,2.4,79.7,92.5,Outstanding performance this semester.,6,Average,74.1
2766,3.9,72.0,84.2,Outstanding performance this semester.,5,Average,74.9
2767,7.6,83.8,55.2,Shows excellent analytical thinking and highly engaged in class discussions.,1,Average,73.6
2768,5.3,77.4,44.0,Shows excellent analytical thinking but needs significant improvement in fundamentals.,7,Average,57.5
2769,4.4,66.6,56.1,Finds it difficult to keep up with the pace.,3,Average,63.9
2770,4.6,64.7,94.7,Outstanding performance this semester but finds it difficult to keep up with the pace.,8,Average,67.2
2771,5.1,81.9,78.0,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Average,75.9
2772,8.1,96.1,83.3,Outstanding performance this semester and highly engaged in class discussions.,2,Average,83.5
2773,9.0,73.8,55.4,Shows excellent analytical thinking.,2,Average,81.2
2774,9.6,89.3,83.2,Outstanding performance this semester and demonstrates great understanding of core concepts.,7,Top 5%,92.4
2775,8.1,86.3,41.7,Needs significant improvement in fundamentals but demonstrates great understanding of core concepts.,1,Average,77.2
2776,3.8,97.3,62.5,Active participant and eager to learn.,8,Average,70.1
2777,7.2,92.8,77.6,Consistently submits assignments on time and outstanding performance this semester.,3,Average,78.0
2778,4.9,82.7,48.8,Highly engaged in class discussions but frequently distracted during lectures.,5,Average,68.7
2779,3.3,86.3,89.4,Highly engaged in class discussions and outstanding performance this semester.,2,Average,80.9
2780,8.6,95.9,54.1,Frequently distracted during lectures but active participant and eager to learn.,2,Average,84.8
2781,1.3,76.0,79.1,Outstanding performance this semester but struggling with algebra concepts.,2,Average,55.4
2782,9.1,73.1,64.3,Shows excellent analytical thinking.,9,Average,78.0
2783,5.2,60.4,75.8,Outstanding performance this semester but inconsistent attendance affecting performance.,1,Average,67.2
2784,6.7,93.1,46.4,Needs significant improvement in fundamentals but highly engaged in class discussions.,7,Average,66.6
2785,6.9,92.0,41.0,Highly engaged in class discussions but needs significant improvement in fundamentals.,8,Average,76.7
2786,9.1,64.2,94.6,Outstanding performance this semester but inconsistent attendance affecting performance.,7,Average,89.5
2787,6.7,83.1,56.2,Shows excellent analytical thinking and highly engaged in class discussions.,9,Average,57.4
2788,6.5,78.6,89.2,Outstanding performance this semester and demonstrates great understanding of core concepts.,2,Average,83.8
2789,1.6,64.7,100.0,Finds it difficult to keep up with the pace but outstanding performance this semester.,6,Average,63.3
2790,5.7,99.2,52.7,Frequently distracted during lectures but demonstrates great understanding of core concepts.,9,Average,70.3
2791,2.4,68.6,55.9,Finds it difficult to keep up with the pace but outstanding performance this semester.,1,Dropout Risk,49.3
2792,7.6,62.7,79.8,Inconsistent attendance affecting performance but outstanding performance this semester.,3,Average,81.5
2793,5.6,83.8,97.9,Demonstrates great understanding of core concepts and active participant and eager to learn.,5,Average,89.5
2794,7.1,89.6,94.9,Outstanding performance this semester and demonstrates great understanding of core concepts.,4,Average,91.2
2795,1.4,61.3,70.2,Needs significant improvement in fundamentals and inconsistent attendance affecting performance.,8,Dropout Risk,49.6
2796,1.8,86.3,87.7,Needs significant improvement in fundamentals but outstanding performance this semester.,9,Average,67.0
2797,7.4,81.3,48.1,Demonstrates great understanding of core concepts but frequently distracted during lectures.,3,Average,69.8
2798,1.6,64.1,98.6,Outstanding performance this semester but needs significant improvement in fundamentals.,4,Average,60.5
2799,1.6,66.9,97.9,Outstanding performance this semester but struggling with algebra concepts.,3,Average,67.9
2800,1.1,82.7,49.8,Active participant and eager to learn but struggling with algebra concepts.,7,Dropout Risk,50.9
2801,9.6,71.9,58.0,Shows excellent analytical thinking.,7,Average,86.1
2802,7.6,97.5,46.0,Needs significant improvement in fundamentals but highly engaged in class discussions.,2,Average,80.7
2803,4.2,92.7,56.3,Highly engaged in class discussions.,0,Average,61.5
2804,3.7,99.3,89.0,Outstanding performance this semester and consistently submits assignments on time.,5,Average,82.3
2805,4.1,70.4,62.7,Inconsistent attendance affecting performance but highly engaged in class discussions.,1,Average,56.0
2806,8.0,98.8,45.3,Frequently distracted during lectures but demonstrates great understanding of core concepts.,1,Average,79.1
2807,7.0,77.2,60.5,Shows excellent analytical thinking.,2,Average,69.1
2808,2.7,73.9,98.9,Outstanding performance this semester.,7,Average,65.9
2809,2.6,62.0,77.8,Inconsistent attendance affecting performance but outstanding performance this semester.,2,Average,60.1
2810,1.9,62.1,65.0,Inconsistent attendance affecting performance and struggling with algebra concepts.,6,Dropout Risk,37.8
2811,6.9,87.7,50.0,Demonstrates great understanding of core concepts but needs significant improvement in fundamentals.,9,Average,61.8
2812,7.9,78.3,99.2,Outstanding performance this semester and shows excellent analytical thinking.,9,Average,89.9
2813,3.4,69.1,89.3,Outstanding performance this semester.,8,Average,68.7
2814,1.2,84.6,56.9,Highly engaged in class discussions but needs significant improvement in fundamentals.,7,Dropout Risk,50.4
2815,1.7,70.1,44.2,Needs significant improvement in fundamentals and needs significant improvement in fundamentals.,0,Dropout Risk,36.9
2816,9.7,83.1,43.4,Active participant and eager to learn but frequently distracted during lectures.,6,Average,72.2
